uid expr treatment rep update threshold
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20200 94.8404
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20300 94.5792
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20400 94.082
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20500 91.8385
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20600 93.5123
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20700 93.1094
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20800 93.5568
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20900 93.2057
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21000 92.3998
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21100 94.1847
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21200 94.8065
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21300 94.6
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21400 94.4778
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21500 95.0053
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21600 94.5244
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21700 94.883
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21800 94.3415
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21900 94.6703
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22000 93.7254
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22100 92.5028
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22200 91.837
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22300 94.1885
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22400 93.5207
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22500 93.4336
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22600 94.757
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22700 95.0779
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22800 94.7213
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22900 94.3212
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23000 93.4129
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23100 94.3906
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23200 94.3532
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23300 94.6684
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23400 94.8783
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23500 93.851
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23600 94.6128
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23700 94.3966
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23800 93.9631
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23900 94.4828
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24000 94.1309
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24100 94.5809
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24200 93.6272
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24300 88.055
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24400 93.213
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24500 94.105
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24600 95.0236
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24700 93.4654
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24800 94.2827
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24900 93.4732
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25000 93.0778
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25100 92.8578
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25200 91.961
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25300 93.2219
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25400 91.6779
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25500 92.8178
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25600 90.1761
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25700 94.3118
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25800 94.6602
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25900 93.54
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26000 94.3082
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26100 94.2151
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26200 92.2875
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26300 92.2403
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26400 94.2356
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26500 92.8233
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26600 93.8307
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26700 94.1213
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26800 92.5927
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26900 93.6849
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27000 94.1345
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27100 94.1857
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27200 90.9625
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27300 91.819
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27400 93.8685
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27500 92.8156
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27600 92.9028
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27700 92.5891
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27800 92.2002
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27900 93.2765
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28000 94.3124
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28100 94.1567
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28200 92.2054
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28300 92.0054
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28400 93.7604
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28500 93.3772
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28600 93.8127
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28700 93.0463
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28800 93.9367
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28900 93.7978
